national_number,gen_numeric,gen,english_name,japanese_name,primary_type,secondary_type,classification,percent_male,percent_female,height_m,weight_kg,capture_rate,base_egg_steps,hp,attack,defense,sp_attack,sp_defense,speed,base_stat_total,abilities_0,abilities_1,abilities_2,abilities_hidden,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fighting,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy,is_sublegendary,is_legendary,is_mythical,evochain_0,evochain_1,evochain_2,evochain_3,evochain_4,evochain_5,evochain_6,Final evolution,is_final_evo,gigantamax,mega_evolution,mega_evolution_alt,description
485,4,IV,Heatran,Heatran,fire,steel,Lava Dome Pokémon,50.2,49.8,1.7,430,3,2560,91,90,106,130,106,77,600,Flash Fire,,,Flame Body,0.5,1,2,1,0.25,0.25,2,0,4,0.5,0.5,0.25,1,1,0.5,1,0.25,0.25,1,0,0,Heatran,,,,,,,Heatran,TRUE,,,,It dwells in volcanic caves. It digs in with its cross-shaped feet to crawl on ceilings and walls.
486,4,IV,Regigigas,Regigigas,normal,,Colossal Pokémon,,,3.7,420,3,30720,110,160,110,80,110,100,670,Slow Start,,,,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,1,0,0,Regigigas,,,,,,,Regigigas,TRUE,,,,"It is said to have made Pokémon that look like itself from a special ice mountain, rocks, and magma."
487,4,IV,Giratina,Giratina,ghost,dragon,Renegade Pokémon,,,4.5,750,3,30720,150,100,120,100,120,90,680,Pressure,Levitate (Origin Forme),,Telepathy,0,0.5,0.5,0.5,0.5,2,0,0.5,1,1,1,0.5,1,2,2,2,1,2,0,1,0,Giratina,,,,,,,Giratina,TRUE,,,,"This Pokémon is said to live in a world on the reverse side of ours, where common knowledge is distorted and strange."
488,4,IV,Cresselia,Cresselia,psychic,,Lunar Pokémon,0,100,1.5,85.6,3,30720,120,70,120,75,130,85,600,Levitate,,,,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,1,0,0,Cresselia,,,,,,,Cresselia,TRUE,,,,Shiny particles are released from its wings like a veil. It is said to represent the crescent moon.
489,4,IV,Phione,Phione,water,,Sea Drifter Pokémon,,,0.4,3.1,30,10240,80,80,80,80,80,80,480,Hydration,,,,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,1,Phione,Breed with Ditto,Manaphy,,,,,Manaphy,FALSE,,,,"When the water warms, they inflate the flotation sac on their heads and drift languidly on the sea in packs."
490,4,IV,Manaphy,Manaphy,water,,Seafaring Pokémon,,,0.3,1.4,3,2560,100,100,100,100,100,100,600,Hydration,,,,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,1,Phione,Breed with Ditto,Manaphy,,,,,Manaphy,TRUE,,,,It is born with a wondrous power that lets it bond with any kind of Pokémon.
491,4,IV,Darkrai,Darkrai,dark,,Pitch-Black Pokémon,,,1.5,50.5,3,30720,70,90,90,135,90,125,600,Bad Dreams,,,,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2,0,0,1,Darkrai,,,,,,,Darkrai,TRUE,,,,"It chases people and Pokémon from its territory by causing them to experience deep, nightmarish slumbers."
492,4,IV,Shaymin,Shaymin,grass,grass,Gratitude Pokémon,,,0.2,2.1,45,30720,100,100,100,100,100,100,600,Natural Cure (Land Forme),Serene Grace (Sky Forme),,,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0,0,1,Shaymin,,,,,,,Shaymin,TRUE,,,,It can dissolve toxins in the air to instantly transform ruined land into a lush field of flowers.
493,4,IV,Arceus,Arceus,normal,,Alpha Pokémon,,,3.2,320,3,30720,120,120,120,120,120,120,720,Multitype,,,,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,0,1,Arceus,,,,,,,Arceus,TRUE,,,,"According to the legends of Sinnoh, this Pokémon emerged from an egg and shaped all there is in this world."
494,5,V,Victini,Victini,psychic,fire,Victory Pokémon,,,0.4,4,3,30720,100,100,100,100,100,100,600,Victory Star,,,,1,0.5,2,1,0.5,0.5,0.5,1,2,1,0.5,1,2,2,1,2,0.5,0.5,0,0,1,Victini,,,,,,,Victini,TRUE,,,,"This Pokémon brings victory. It is said that Trainers with Victini always win, regardless of the type of encounter."
495,5,V,Snivy,Tsutarja,grass,,Grass Snake Pokémon,88.1,11.9,0.6,8.1,45,5120,45,45,55,45,55,63,308,Overgrow,,,Contrary,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0,0,0,Snivy,Level ,Servine,Level ,Serperior,,,Serperior,FALSE,,,,Being exposed to sunlight makes its movements swifter. It uses vines more adeptly than its hands.
496,5,V,Servine,Janovy,grass,,Grass Snake Pokémon,88.1,11.9,0.8,16,45,5120,60,60,75,60,75,83,413,Overgrow,,,Contrary,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0,0,0,Snivy,Level ,Servine,Level ,Serperior,,,Serperior,FALSE,,,,"It moves along the ground as if sliding. Its swift movements befuddle its foes, and it then attacks with a vine whip."
497,5,V,Serperior,Jalorda,grass,,Regal Pokémon,88.1,11.9,3.3,63,45,5120,75,75,95,75,95,113,528,Overgrow,,,Contrary,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0,0,0,Snivy,Level ,Servine,Level ,Serperior,,,Serperior,TRUE,,,,It only gives its all against strong opponents who are not fazed by the glare from Serperior’s noble eyes.
498,5,V,Tepig,Pokabu,fire,,Fire Pig Pokémon,88.1,11.9,0.5,9.9,45,5120,65,63,45,45,45,45,308,Blaze,,,Thick Fat,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,0,0,0,Tepig,Level ,Pignite,Level ,Emboar,,,Emboar,FALSE,,,,It can deftly dodge its foe’s attacks while shooting fireballs from its nose. It roasts berries before it eats them.
499,5,V,Pignite,Chaoboo,fire,fighting,Fire Pig Pokémon,88.1,11.9,1,55.5,45,5120,90,93,55,70,55,55,418,Blaze,,,Thick Fat,1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1,0,0,0,Tepig,Level ,Pignite,Level ,Emboar,,,Emboar,FALSE,,,,"The more it eats, the more fuel it has to make the fire in its stomach stronger. This fills it with even more power."
500,5,V,Emboar,Enbuoh,fire,fighting,Mega Fire Pig Pokémon,88.1,11.9,1.6,150,45,5120,110,123,65,100,65,65,528,Blaze,,,Reckless,1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1,0,0,0,Tepig,Level ,Pignite,Level ,Emboar,,,Emboar,TRUE,,,,It can throw a fire punch by setting its fists on fire with its fiery chin. It cares deeply about its friends.
501,5,V,Oshawott,Mijumaru,water,,Sea Otter Pokémon,88.1,11.9,0.5,5.9,45,5120,55,55,45,63,45,45,308,Torrent,,,Shell Armor,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,Oshawott,Level ,Dewott,Level ,Samurott,,,Samurott,FALSE,,,,The scalchop on its stomach isn’t just used for battle—it can be used to break open hard berries as well.
502,5,V,Dewott,Futachimaru,water,,Discipline Pokémon,88.1,11.9,0.8,24.5,45,5120,75,75,60,83,60,60,413,Torrent,,,Shell Armor,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,Oshawott,Level ,Dewott,Level ,Samurott,,,Samurott,FALSE,,,,Strict training is how it learns its flowing double-scalchop technique.
503,5,V,Samurott,Daikenki,water,,Formidable Pokémon,88.1,11.9,1.5,94.6,45,5120,95,100,85,108,70,70,528,Torrent,,,Shell Armor,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,Oshawott,Level ,Dewott,Level ,Samurott,,,Samurott,TRUE,,,,"In the time it takes a foe to blink, it can draw and sheathe the seamitars attached to its front legs."
504,5,V,Patrat,Minezumi,normal,,Scout Pokémon,50,50,0.5,11.6,255,3840,45,55,39,35,39,42,255,Run Away,Keen Eye,,Analytic,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,0,0,Patrat,Level ,Watchog,,,,,Watchog,FALSE,,,,"Using food stored in cheek pouches, they can keep watch for days. They use their tails to communicate with others."
505,5,V,Watchog,Miruhog,normal,,Lookout Pokémon,50,50,1.1,27,255,5120,60,85,69,60,69,77,420,Illuminate,Keen Eye,,Analytic,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,0,0,Patrat,Level ,Watchog,,,,,Watchog,TRUE,,,,"Using luminescent matter, it makes its eyes and body glow and stuns attacking opponents."
506,5,V,Lillipup,Yorterrie,normal,,Puppy Pokémon,50.2,49.8,0.4,4.1,255,3840,45,60,45,25,45,55,275,Vital Spirit,Pickup,,Run Away,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,0,0,Lillipup,Level ,Herdier,Level ,Stoutland,,,Stoutland,FALSE,,,,This Pokémon is courageous but also cautious. It uses the soft fur covering its face to collect information about its surroundings.
507,5,V,Herdier,Herderrie,normal,,Loyal Dog Pokémon,50.2,49.8,0.9,14.7,120,3840,65,80,65,35,65,60,370,Intimidate,Sand Rush,,Scrappy,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,0,0,Lillipup,Level ,Herdier,Level ,Stoutland,,,Stoutland,FALSE,,,,Herdier is a very smart and friendly Pokémon. So much so that there’s a theory that Herdier was the first Pokémon to partner with people.
508,5,V,Stoutland,Mooland,normal,,Big-Hearted Pokémon,50.2,49.8,1.2,61,45,3840,85,110,90,45,90,80,500,Intimidate,Sand Rush,,Scrappy,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,0,0,Lillipup,Level ,Herdier,Level ,Stoutland,,,Stoutland,TRUE,,,,These Pokémon seem to enjoy living with humans. Even a Stoutland caught in the wild will warm up to people in about three days.
509,5,V,Purrloin,Choroneko,dark,,Devious Pokémon,50.2,49.8,0.4,10.1,255,5120,41,50,37,50,37,66,281,Limber,Unburden,,Prankster,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2,0,0,0,Purrloin,Level ,Liepard,,,,,Liepard,FALSE,,,,It steals things from people just to amuse itself with their frustration. A rivalry exists between this Pokémon and Nickit.
510,5,V,Liepard,Lepardas,dark,,Cruel Pokémon,50.2,49.8,1.1,37.5,90,5120,64,88,50,88,50,106,446,Limber,Unburden,,Prankster,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2,0,0,0,Purrloin,Level ,Liepard,,,,,Liepard,TRUE,,,,Don’t be fooled by its gorgeous fur and elegant figure. This is a moody and vicious Pokémon.
511,5,V,Pansage,Yanappu,grass,,Grass Monkey Pokémon,88.1,11.9,0.6,10.5,190,5120,50,53,48,53,48,64,316,Gluttony,,,Overgrow,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0,0,0,Pansage,Use Leaf Stone,Simisage,,,,,Simisage,FALSE,,,,It shares the leaf on its head with weary-looking Pokémon. These leaves are known to relieve stress.
512,5,V,Simisage,Yanakkie,grass,,Thorn Monkey Pokémon,88.1,11.9,1.1,30.5,75,5120,75,98,63,98,63,101,498,Gluttony,,,Overgrow,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0,0,0,Pansage,Use Leaf Stone,Simisage,,,,,Simisage,TRUE,,,,It attacks enemies with strikes of its thorn-covered tail. This Pokémon is wild tempered.
513,5,V,Pansear,Baoppu,fire,,High Temp Pokémon,88.1,11.9,0.6,11,190,5120,50,53,48,53,48,64,316,Gluttony,,,Blaze,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,0,0,0,Pansear,Use Fire Stone,Simisear,,,,,Simisear,FALSE,,,,"Very intelligent, it roasts berries before eating them. It likes to help people."
514,5,V,Simisear,Baokkie,fire,,Ember Pokémon,88.1,11.9,1,28,75,5120,75,98,63,98,63,101,498,Gluttony,,,Blaze,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,0,0,0,Pansear,Use Fire Stone,Simisear,,,,,Simisear,TRUE,,,,A flame burns inside its body. It scatters embers from its head and tail to sear its opponents.
515,5,V,Panpour,Hiyappu,water,,Spray Pokémon,88.1,11.9,0.6,13.5,190,5120,50,53,48,53,48,64,316,Gluttony,,,Torrent,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,Panpour,Use Water Stone,Simipour,,,,,Simipour,FALSE,,,,The water stored inside the tuft on its head is full of nutrients. It waters plants with it using its tail.
516,5,V,Simipour,Hiyakkie,water,,Geyser Pokémon,88.1,11.9,1,29,75,5120,75,98,63,98,63,101,498,Gluttony,,,Torrent,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,Panpour,Use Water Stone,Simipour,,,,,Simipour,TRUE,,,,"The high-pressure water expelled from its tail is so powerful, it can destroy a concrete wall."
517,5,V,Munna,Munna,psychic,,Dream Eater Pokémon,50.2,49.8,0.6,23.3,190,2560,76,25,45,67,55,24,292,Forewarn,Synchronize,,Telepathy,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0,0,0,Munna,Use Moon Stone,Musharna,,,,,Musharna,FALSE,,,,"Late at night, it appears beside people’s pillows. As it feeds on dreams, the patterns on its body give off a faint glow."
518,5,V,Musharna,Musharna,psychic,,Drowsing Pokémon,50.2,49.8,1.1,60.5,75,2560,116,55,85,107,95,29,487,Forewarn,Synchronize,,Telepathy,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0,0,0,Munna,Use Moon Stone,Musharna,,,,,Musharna,TRUE,,,,"When dark mists emanate from its body, don’t get too near. If you do, your nightmares will become reality."
519,5,V,Pidove,Mamepato,normal,flying,Tiny Pigeon Pokémon,50.2,49.8,0.3,2.1,255,3840,50,55,50,36,30,43,264,Big Pecks,Super Luck,,Rivalry,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,0,0,0,Pidove,Level ,Tranquill,Level ,Unfezant,,,Unfezant,FALSE,,,,"Where people go, these Pokémon follow. If you’re scattering food for them, be careful—several hundred of them can gather at once."
520,5,V,Tranquill,Hatoboh,normal,flying,Wild Pigeon Pokémon,50.2,49.8,0.6,15,120,3840,62,77,62,50,42,65,358,Big Pecks,Super Luck,,Rivalry,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,0,0,0,Pidove,Level ,Tranquill,Level ,Unfezant,,,Unfezant,FALSE,,,,"It can fly moderately quickly. No matter how far it travels, it can always find its way back to its master and its nest."
521,5,V,Unfezant,Kenhallow,normal,flying,Proud Pokémon,50.2,49.8,1.2,29,45,3840,80,115,80,65,55,93,488,Big Pecks,Super Luck,,Rivalry,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,0,0,0,Pidove,Level ,Tranquill,Level ,Unfezant,,,Unfezant,TRUE,,,,"Unfezant are exceptional fliers. The females are known for their stamina, while the males outclass them in terms of speed."
522,5,V,Blitzle,Shimama,electric,,Electrified Pokémon,50,50,0.8,29.8,190,5120,45,60,32,50,32,76,295,Lightning Rod,Motor Drive,,Sap Sipper,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,0,0,0,Blitzle,Level ,Zebstrika,,,,,Zebstrika,FALSE,,,,"When thunderclouds cover the sky, it will appear. It can catch lightning with its mane and store the electricity."
523,5,V,Zebstrika,Zebraika,electric,,Thunderbolt Pokémon,50,50,1.6,79.5,75,5120,75,100,63,80,63,116,497,Lightning Rod,Motor Drive,,Sap Sipper,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,0,0,0,Blitzle,Level ,Zebstrika,,,,,Zebstrika,TRUE,,,,"When this ill-tempered Pokémon runs wild, it shoots lightning from its mane in all directions."
524,5,V,Roggenrola,Dangoro,rock,,Mantle Pokémon,50.2,49.8,0.4,18,255,3840,55,75,85,25,25,15,280,Sturdy,Weak Armor,,Sand Force,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,0,0,0,Roggenrola,Level ,Boldore,Trade,Gigalith,,,Gigalith,FALSE,,,,"It’s as hard as steel, but apparently a long soak in water will cause it to soften a bit."
525,5,V,Boldore,Gantle,rock,,Ore Pokémon,50.2,49.8,0.9,102,120,3840,70,105,105,50,40,20,390,Sturdy,Weak Armor,,Sand Force,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,0,0,0,Roggenrola,Level ,Boldore,Trade,Gigalith,,,Gigalith,FALSE,,,,"If you see its orange crystals start to glow, be wary. It’s about to fire off bursts of energy."
526,5,V,Gigalith,Gigaiath,rock,,Compressed Pokémon,50.2,49.8,1.7,260,45,3840,85,135,130,60,80,25,515,Sturdy,Sand Stream,,Sand Force,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,0,0,0,Roggenrola,Level ,Boldore,Trade,Gigalith,,,Gigalith,TRUE,,,,"This hardy Pokémon can often be found on construction sites and in mines, working alongside people and Copperajah."
527,5,V,Woobat,Koromori,psychic,flying,Bat Pokémon,50.2,49.8,0.4,2.1,190,3840,65,45,43,55,43,72,323,Unaware,Klutz,,Simple,1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1,0,0,0,Woobat,Level Up with Happiness Value at 220,Swoobat,,,,,Swoobat,FALSE,,,,"While inside a cave, if you look up and see lots of heart-shaped marks lining the walls, it’s evidence that Woobat live there."
528,5,V,Swoobat,Kokoromori,psychic,flying,Courting Pokémon,50.2,49.8,0.9,10.5,45,3840,67,57,55,77,55,114,425,Unaware,Klutz,,Simple,1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1,0,0,0,Woobat,Level Up with Happiness Value at 220,Swoobat,,,,,Swoobat,TRUE,,,,"Emitting powerful sound waves tires it out. Afterward, it won’t be able to fly for a little while."
529,5,V,Drilbur,Mogurew,ground,,Mole Pokémon,50.2,49.8,0.3,8.5,120,5120,60,85,40,30,45,68,328,Sand Rush,Sand Force,,Mold Breaker,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1,0,0,0,Drilbur,Level ,Excadrill,,,,,Excadrill,FALSE,,,,It brings its claws together and whirls around at high speed before rushing toward its prey.
530,5,V,Excadrill,Doryuzu,ground,steel,Subterrene Pokémon,50.2,49.8,0.7,40.4,60,5120,110,135,60,50,65,88,508,Sand Rush,Sand Force,,Mold Breaker,0.5,2,2,0,1,1,2,0,2,0.5,0.5,0.5,0.25,1,0.5,1,0.5,0.5,0,0,0,Drilbur,Level ,Excadrill,,,,,Excadrill,TRUE,,,,It’s not uncommon for tunnels that appear to have formed naturally to actually be a result of Excadrill’s rampant digging.
531,5,V,Audino,Tabunne,normal,,Hearing Pokémon,50.2,49.8,1.1,31,255,5120,103,60,86,60,86,50,445,Healer,Regenerator,,Klutz,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,0,0,Audino,,,,,,,Audino,TRUE,,Mega Audino,,Audino’s sense of hearing is superb. Not even a pebble rolling along over a mile away will escape Audino’s ears.
532,5,V,Timburr,Dokkorer,fighting,,Muscular Pokémon,75.49,24.51,0.6,12.5,180,5120,75,80,55,25,35,35,305,Guts,Sheer Force,,Iron Fist,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,0,0,0,Timburr,Level ,Gurdurr,Trade,Conkeldurr,,,Conkeldurr,FALSE,,,,"It loves helping out with construction projects. It loves it so much that if rain causes work to halt, it swings its log around and throws a tantrum."
533,5,V,Gurdurr,Dotekkotsu,fighting,,Muscular Pokémon,75.49,24.51,1.2,40,90,5120,85,105,85,40,50,40,405,Guts,Sheer Force,,Iron Fist,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,0,0,0,Timburr,Level ,Gurdurr,Trade,Conkeldurr,,,Conkeldurr,FALSE,,,,"It shows off its muscles to Machoke and other Gurdurr. If it fails to measure up to the other Pokémon, it lies low for a little while."
534,5,V,Conkeldurr,Roubushin,fighting,,Muscular Pokémon,75.49,24.51,1.4,87,45,5120,105,140,95,55,65,45,505,Guts,Sheer Force,,Iron Fist,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,0,0,0,Timburr,Level ,Gurdurr,Trade,Conkeldurr,,,Conkeldurr,TRUE,,,,"Concrete mixed by Conkeldurr is much more durable than normal concrete, even when the compositions of the two materials are the same."
535,5,V,Tympole,Otamaro,water,,Tadpole Pokémon,50.2,49.8,0.5,4.5,255,5120,50,50,40,50,40,64,294,Swift Swim,Hydration,,Water Absorb,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,Tympole,Level ,Palpitoad,Level ,Seismitoad,,,Seismitoad,FALSE,,,,Graceful ripples running across the water’s surface are a sure sign that Tympole are singing in high-pitched voices below.
536,5,V,Palpitoad,Gamagaru,water,ground,Vibration Pokémon,50.2,49.8,0.8,17,120,5120,75,65,55,65,55,69,384,Swift Swim,Hydration,,Water Absorb,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1,0,0,0,Tympole,Level ,Palpitoad,Level ,Seismitoad,,,Seismitoad,FALSE,,,,"It weakens its prey with sound waves intense enough to cause headaches, then entangles them with its sticky tongue."
537,5,V,Seismitoad,Gamageroge,water,ground,Vibration Pokémon,50.2,49.8,1.5,62,45,5120,105,95,75,85,75,74,509,Swift Swim,Poison Touch,,Water Absorb,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1,0,0,0,Tympole,Level ,Palpitoad,Level ,Seismitoad,,,Seismitoad,TRUE,,,,The vibrating of the bumps all over its body causes earthquake-like tremors. Seismitoad and Croagunk are similar species.
538,5,V,Throh,Nageki,fighting,,Judo Pokémon,100,0,1.3,55.5,45,5120,120,100,85,30,85,45,465,Guts,Inner Focus,,Mold Breaker,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,0,0,0,Throh,,,,,,,Throh,TRUE,,,,"It performs throwing moves with first-rate skill. Over the course of many battles, Throh’s belt grows darker as it absorbs its wearer’s sweat."
539,5,V,Sawk,Dageki,fighting,,Karate Pokémon,100,0,1.4,51,45,5120,75,125,75,30,75,85,465,Sturdy,Inner Focus,,Mold Breaker,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,0,0,0,Sawk,,,,,,,Sawk,TRUE,,,,"If you see a Sawk training in the mountains in its single-minded pursuit of strength, it’s best to quietly pass by."
540,5,V,Sewaddle,Kurumiru,bug,grass,Sewing Pokémon,50,50,0.3,2.5,255,3840,45,53,70,40,60,42,310,Swarm,Chlorophyll,,Overcoat,1,4,0.5,0.5,0.25,2,0.5,2,0.25,4,1,2,2,1,1,1,1,1,0,0,0,Sewaddle,Level ,Swadloon,Level Up with Happiness Value at 220,Leavanny,,,Leavanny,FALSE,,,,This Pokémon makes clothes for itself. It chews up leaves and sews them with sticky thread extruded from its mouth.
541,5,V,Swadloon,Kurumayu,bug,grass,Leaf-Wrapped Pokémon,50,50,0.5,7.3,120,3840,55,63,90,50,80,42,380,Leaf Guard,Chlorophyll,,Overcoat,1,4,0.5,0.5,0.25,2,0.5,2,0.25,4,1,2,2,1,1,1,1,1,0,0,0,Sewaddle,Level ,Swadloon,Level Up with Happiness Value at 220,Leavanny,,,Leavanny,FALSE,,,,Forests where Swadloon live have superb foliage because the nutrients they make from fallen leaves nourish the plant life.
542,5,V,Leavanny,Hahakomori,bug,grass,Nurturing Pokémon,50,50,1.2,20.5,45,3840,75,103,80,70,80,92,500,Swarm,Chlorophyll,,Overcoat,1,4,0.5,0.5,0.25,2,0.5,2,0.25,4,1,2,2,1,1,1,1,1,0,0,0,Sewaddle,Level ,Swadloon,Level Up with Happiness Value at 220,Leavanny,,,Leavanny,TRUE,,,,"Upon finding a small Pokémon, it weaves clothing for it from leaves by using the sticky silk secreted from its mouth."
543,5,V,Venipede,Fushide,bug,poison,Centipede Pokémon,50.2,49.8,0.4,5.3,255,3840,30,45,59,30,39,57,260,Poison Point,Swarm,,Speed Boost,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5,0,0,0,Venipede,Level ,Whirlipede,Level ,Scolipede,,,Scolipede,FALSE,,,,"Venipede and Sizzlipede are similar species, but when the two meet, a huge fight ensues."
544,5,V,Whirlipede,Wheega,bug,poison,Curlipede Pokémon,50.2,49.8,1.2,58.5,120,3840,40,55,99,40,79,47,360,Poison Point,Swarm,,Speed Boost,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5,0,0,0,Venipede,Level ,Whirlipede,Level ,Scolipede,,,Scolipede,FALSE,,,,This Pokémon spins itself rapidly and charges into its opponents. Its top speed is just over 60 mph.
545,5,V,Scolipede,Pendror,bug,poison,Megapede Pokémon,50.2,49.8,2.5,200.5,45,5120,60,100,89,55,69,112,485,Poison Point,Swarm,,Speed Boost,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5,0,0,0,Venipede,Level ,Whirlipede,Level ,Scolipede,,,Scolipede,TRUE,,,,Scolipede latches on to its prey with the claws on its neck before slamming them into the ground and jabbing them with its claws’ toxic spikes.
546,5,V,Cottonee,Monmen,grass,fairy,Cotton Puff Pokémon,50.2,49.8,0.3,0.6,190,5120,40,27,60,37,50,66,280,Prankster,Infiltrator,,Chlorophyll,1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1,0,0,0,Cottonee,Use Sun Stone,Whimsicott,,,,,Whimsicott,FALSE,,,,"It shoots cotton from its body to protect itself. If it gets caught up in hurricane-strength winds, it can get sent to the other side of the Earth."
547,5,V,Whimsicott,Elfuun,grass,fairy,Windveiled Pokémon,50.2,49.8,0.7,6.6,75,5120,60,67,85,77,75,116,480,Prankster,Infiltrator,,Chlorophyll,1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1,0,0,0,Cottonee,Use Sun Stone,Whimsicott,,,,,Whimsicott,TRUE,,,,"It scatters cotton all over the place as a prank. If it gets wet, it’ll become too heavy to move and have no choice but to answer for its mischief."
548,5,V,Petilil,Churine,grass,,Bulb Pokémon,0,100,0.5,6.6,190,5120,45,35,50,70,50,30,280,Chlorophyll,Own Tempo,,Leaf Guard,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0,0,0,Petilil,Use Sun Stone,Lilligant,,,,,Lilligant,FALSE,,,,Petilil appears around sources of clean water. Boiling leaves from this Pokémon’s head results in a liquid that’s sometimes used as a bug repellent.
549,5,V,Lilligant,Dredear,grass,,Flowering Pokémon,0,100,1.1,16.3,75,5120,70,60,75,110,75,90,480,Chlorophyll,Own Tempo,,Leaf Guard,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0,0,0,Petilil,Use Sun Stone,Lilligant,,,,,Lilligant,TRUE,,,,It’s believed that even first-rate gardeners have a hard time getting the flower on a Lilligant’s head to bloom.
